G,GS,Position,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
85.0,56.0,4,2684.0,6.7,14.1,0.475,0.1,0.5,0.265,6.6,13.7,0.482,5,5.8,0.869,2.5,6,8.6,2.3,0.9,0.5,2.5,3,18.6
53.0,53.0,4,1956.0,7,14.5,0.485,0.1,0.4,0.217,7,14.1,0.493,5.4,6.1,0.88,2.6,6.5,9.1,2.3,0.8,0.3,2.4,2.7,19.6
32.0,3.0,4,728.0,5.8,13.1,0.447,0.2,0.5,0.364,5.6,12.5,0.451,3.9,4.7,0.832,2.4,4.7,7.1,2.3,1.2,0.9,2.6,3.7,15.8
45.0,6.0,4,616.0,4.9,11.6,0.419,0,0,0,4.9,11.6,0.419,1.5,1.9,0.758,2.5,4.5,7,0.9,0.7,1.6,1.6,4.7,11.2
56.0,56.0,2,2152.0,7.5,17,0.44,2.5,6.3,0.392,5,10.7,0.468,4.1,4.5,0.904,1.2,3.6,4.8,4.5,1.2,0.2,2.6,2.2,21.5
82.0,28.0,1,2581.0,4,10.7,0.376,2.2,6.1,0.371,1.8,4.6,0.382,1.4,1.9,0.769,0.4,2.8,3.2,5.2,1.6,0.3,1.8,3,11.7
71.0,0.0,4,1029.0,3.1,7.1,0.443,0,0,0,3.1,7.1,0.446,2.2,3.7,0.589,3.1,7.3,10.4,1.2,1.2,4,1.7,4.2,8.5
51.0,46.0,2,1810.0,4.6,12.2,0.376,1.6,5.2,0.305,3,7,0.428,3.1,3.7,0.824,0.5,3.1,3.6,4.5,1.3,0.1,1.8,1.6,13.8
44.0,31.0,1,905.0,4.5,10.2,0.441,0,0.2,0.25,4.5,10,0.444,1.4,1.9,0.729,0.8,2.5,3.2,5,1,0.2,2,2.9,10.4
80.0,37.0,2,1974.0,4.3,10.3,0.422,0.7,2.3,0.281,3.7,8,0.463,2.2,2.9,0.764,1,3.1,4,2.2,1.2,0.3,2.2,3.3,11.6
82.0,82.0,3,2995.0,7.5,17.6,0.426,0.8,2.6,0.322,6.7,15,0.444,4.9,6.3,0.777,2.2,3.8,6,2.7,1.2,0.5,3,2.7,20.7
32.0,3.0,4,256.0,1.3,4.6,0.273,0,0,0,1.3,4.6,0.273,2,4.4,0.452,3,4.4,7.3,1.8,2,0.4,1.4,7,4.5
1.0,0.0,4,6.0,0,6,0,0,0,0,0,6,0,6,12,0.5,0,6,6,6,0,0,6,6,6
1.0,0.0,4,4.0,9,18,0.5,0,0,0,9,18,0.5,0,18,0,0,9,9,0,9,0,0,0,18
30.0,3.0,4,246.0,1.2,4.4,0.267,0,0,0,1.2,4.4,0.267,1.9,4,0.481,3.1,4.2,7.3,1.8,1.9,0.4,1.3,7.2,4.2
55.0,52.0,1,2066.0,6.2,15.9,0.392,2.2,5.8,0.375,4.1,10.1,0.401,4.1,5.5,0.748,1,3.5,4.4,4.8,1.8,0.2,3.9,3.1,18.8
56.0,0.0,2,434.0,5.4,14.5,0.371,1.6,4.3,0.365,3.8,10.2,0.374,0.2,0.3,0.5,1,2.6,3.6,1.2,1,0.2,2,4.1,12.5
79.0,22.0,1,2247.0,4.7,11.8,0.395,2.2,6.9,0.315,2.5,4.9,0.508,2,2.3,0.854,1,2.6,3.6,5,2.1,0.3,2.5,2.4,13.5
71.0,71.0,1,2008.0,6.1,13.8,0.441,0.7,2.1,0.325,5.4,11.7,0.462,3.2,4,0.804,0.7,2.6,3.3,6.4,1.1,0.1,2.8,3,16.1
64.0,24.0,1,1544.0,4.5,11.3,0.397,1.9,5.6,0.336,2.6,5.7,0.457,1.7,2.3,0.753,0.2,2,2.2,5.2,1,0,2.1,2.4,12.5
40.0,0.0,1,751.0,4.2,11.3,0.374,2,6.2,0.323,2.2,5,0.438,1.5,2.1,0.721,0.3,2,2.3,4.6,0.9,0,2.3,2.9,11.9
24.0,24.0,1,793.0,4.7,11.3,0.418,1.8,5,0.351,3,6.3,0.471,1.9,2.5,0.778,0.1,1.9,2,5.8,1.2,0,2,1.9,13.1
69.0,24.0,3,1416.0,3.6,8.8,0.412,0,0.2,0.143,3.6,8.6,0.418,2.8,3.5,0.791,1.3,3.1,4.4,2.2,1.4,0.4,1.9,2.9,10.1
54.0,33.0,4,1313.0,5.7,11.8,0.481,0,0.1,0.333,5.7,11.8,0.483,3.1,4.3,0.726,3.1,4.6,7.7,1.8,0.8,0.9,2.1,4.4,14.6
37.0,33.0,4,1000.0,6,12,0.505,0,0,0,6,12,0.506,3,4,0.732,2.7,4.8,7.6,1.9,0.8,0.8,1.9,3.5,15
17.0,0.0,4,313.0,4.6,11.4,0.404,0.1,0.2,0.5,4.5,11.2,0.402,3.7,5.2,0.711,4.1,3.9,8.1,1.4,0.8,1,2.9,7.1,13
81.0,2.0,1,1385.0,4.6,11.5,0.4,0.7,2.2,0.314,3.9,9.3,0.421,2.6,3.4,0.756,0.8,2.7,3.5,4.5,2.3,0.3,3.2,4.4,12.5
70.0,46.0,1,1500.0,5,11.3,0.447,2,5,0.395,3,6.2,0.488,1.1,1.5,0.77,0.6,2.4,3,4,2.2,0.2,2.9,4.4,13.2
38.0,9.0,3,724.0,3.1,6.9,0.457,0.1,0.6,0.154,3,6.2,0.488,2.1,3,0.705,2.6,4.9,7.5,2.4,1.3,0.1,2.2,3.8,8.5
1.0,0.0,2,11.0,6.5,9.8,0.667,0,0,0,6.5,9.8,0.667,6.5,6.5,1,0,0,0,0,0,0,0,6.5,19.6
59.0,53.0,2,1803.0,4.3,8.5,0.504,2.3,5,0.452,2,3.5,0.577,1.8,2.2,0.827,0.4,3.7,4.1,6.8,1.7,0.3,2.8,2.4,12.7
57.0,9.0,2,1101.0,3.9,9.7,0.404,1.7,4.5,0.37,2.3,5.2,0.434,2,2.3,0.845,0.8,3.2,4,4.8,1.9,0.3,1.7,2.2,11.5
7.0,0.0,5,40.0,3.6,6.3,0.571,0,0,0,3.6,6.3,0.571,0,0,0,4.5,2.7,7.2,0.9,0.9,0,1.8,9,7.2
73.0,7.0,5,1478.0,4.1,9.4,0.443,0,0.2,0.222,4.1,9.1,0.448,1.6,2.2,0.742,2.9,5.9,8.7,1.4,0.6,1.6,1.5,3.9,9.9
23.0,6.0,5,501.0,4,8.4,0.479,0.1,0.1,1,4,8.3,0.474,1.7,2.4,0.697,2.8,5.7,8.5,1.5,0.6,1.4,1.7,4,9.8
50.0,1.0,5,977.0,4.2,9.8,0.427,0,0.3,0.125,4.2,9.5,0.436,1.6,2.1,0.768,2.9,6,8.9,1.4,0.7,1.7,1.4,3.8,10
79.0,1.0,3,1947.0,4.5,10,0.446,1.2,3.4,0.349,3.3,6.6,0.496,2.2,3,0.732,1.9,3.7,5.6,1.9,1.9,1.1,1,3.5,12.4
62.0,5.0,5,766.0,4.8,9.8,0.493,0,0.1,0.333,4.8,9.7,0.495,2.1,3.6,0.579,3,5.8,8.8,0.9,0.8,1.4,1.8,5.8,11.8
14.0,1.0,5,147.0,6.6,12,0.551,0.2,0.2,1,6.4,11.8,0.542,1.2,2,0.625,2.7,5.9,8.6,1.2,0.2,1.5,2.7,7.6,14.7
36.0,4.0,5,487.0,4.4,9.5,0.469,0,0.1,0,4.4,9.4,0.472,2.2,4.1,0.536,3.1,5.8,8.9,0.7,1,1.3,1.6,5.1,11.1
12.0,0.0,4,132.0,4.4,8.7,0.5,0,0.3,0,4.4,8.5,0.516,2.5,3.3,0.75,3,5.5,8.5,1.4,0.5,1.4,1.4,6.3,11.2
2.0,0.0,4,5.0,7.2,21.6,0.333,0,0,0,7.2,21.6,0.333,0,0,0,0,7.2,7.2,0,0,0,0,0,14.4
82.0,4.0,2,2020.0,5.9,14.3,0.409,1.1,3,0.373,4.8,11.4,0.418,3.5,4.4,0.786,1.1,3.2,4.3,1.9,1.1,0.2,2,4.7,16.3
6.0,0.0,1,34.0,4.2,19.1,0.222,0,4.2,0,4.2,14.8,0.286,3.2,3.2,1,3.2,1.1,4.2,4.2,1.1,0,6.4,6.4,11.6
21.0,0.0,3,271.0,6.6,14.1,0.472,1.2,2.9,0.409,5.4,11.2,0.488,5.2,6.2,0.83,1.2,4.1,5.3,1.2,0.7,1.5,4.4,3.1,19.7
61.0,1.0,1,762.0,3,8.1,0.372,0.1,0.9,0.15,2.9,7.2,0.401,1.9,2.2,0.87,0.8,2.4,3.2,5.3,1.5,0.2,1.6,3.1,8.1
82.0,82.0,1,2980.0,6.4,14.1,0.45,1.8,4.6,0.392,4.6,9.6,0.479,3.7,4.5,0.815,0.8,2.5,3.3,5.4,1.4,0.2,2.1,1.8,18.2
78.0,78.0,1,2758.0,5.1,13,0.394,1.7,4.4,0.388,3.4,8.6,0.396,5.3,6,0.878,0.5,3.1,3.6,5.8,1.1,0.1,2.5,2.3,17.2
75.0,14.0,1,1392.0,4.1,10.5,0.386,1.9,5.2,0.371,2.1,5.3,0.4,1.4,1.7,0.821,0.5,2.6,3,5.4,1.5,0.2,3.3,2.6,11.5
62.0,3.0,4,1050.0,3.9,8.7,0.455,0,0.1,0,3.9,8.6,0.46,0.5,0.9,0.556,3.4,6.1,9.4,1.9,1.7,0.8,1.5,4.6,8.4
46.0,3.0,4,756.0,4.6,9.8,0.471,0,0.1,0,4.6,9.7,0.478,0.6,1.1,0.542,3.6,6.2,9.8,2.1,1.8,0.9,1.7,4.1,9.9
16.0,0.0,4,294.0,2.2,5.8,0.383,0,0,0,2.2,5.8,0.383,0.2,0.4,0.667,2.7,5.8,8.4,1.2,1.3,0.6,1,6,4.7
82.0,73.0,5,2402.0,5.1,9.1,0.566,0,0,0,5.1,9.1,0.566,2.4,3.3,0.719,3.1,5.7,8.8,1.1,1.2,1.6,2.2,3.8,12.6
73.0,36.0,3,1787.0,3.7,9.1,0.403,1.3,3.8,0.358,2.3,5.4,0.434,1.3,2.1,0.631,2.1,4.3,6.4,2,0.9,0.2,1.5,2.6,10
71.0,35.0,5,1206.0,4,8.7,0.466,0,0.1,0,4,8.6,0.469,2.2,2.8,0.798,2.6,5.8,8.4,0.8,0.5,3,1.3,4.5,10.3
75.0,75.0,4,2592.0,6.5,12.5,0.523,0,0.1,0.167,6.5,12.4,0.526,3,4,0.768,3.2,8.7,11.9,2.1,1,0.8,1.9,2.8,16.1
16.0,0.0,5,258.0,3.1,7.8,0.393,0,0.1,0,3.1,7.7,0.4,2,2.5,0.778,1.8,5.7,7.5,2.1,0.6,2,2.5,5.6,8.1
75.0,63.0,5,2510.0,4.7,10.2,0.459,0.1,0.2,0.357,4.6,10,0.461,2.9,4.1,0.701,2.7,5.2,8,1.1,0.8,1.5,1.5,3.1,12.3
9.0,0.0,5,26.0,1.4,6.9,0.2,0,0,0,1.4,6.9,0.2,2.8,2.8,1,0,1.4,1.4,1.4,0,1.4,0,2.8,5.5
82.0,82.0,3,2624.0,2.9,6.9,0.42,1.1,2.9,0.363,1.8,4,0.462,0.9,1.6,0.579,0.6,2.9,3.5,1.6,1.2,0.5,1.2,2.3,7.8
52.0,1.0,4,392.0,1.7,4.9,0.34,0,0,0,1.7,4.9,0.34,0.9,1.1,0.833,3.6,4.4,8,1.7,1.7,1.5,0.6,4.3,4.2
82.0,3.0,2,1849.0,6.2,14.9,0.419,1.1,3.3,0.322,5.2,11.6,0.447,2.8,3.2,0.877,0.8,2,2.8,5.7,1,0.1,1.9,1.6,16.3
16.0,1.0,5,98.0,2.6,5.5,0.467,0,0,0,2.6,5.5,0.467,0.4,0.7,0.5,2.2,6.2,8.4,0.4,1.1,0,2.6,5.1,5.5
5.0,0.0,5,38.0,0.9,2.8,0.333,0,0,0,0.9,2.8,0.333,0.9,1.9,0.5,0.9,9.5,10.4,0.9,0.9,0,2.8,5.7,2.8
11.0,1.0,5,60.0,3.6,7.2,0.5,0,0,0,3.6,7.2,0.5,0,0,0,3,4.2,7.2,0,1.2,0,2.4,4.8,7.2
66.0,5.0,5,773.0,4.1,8.8,0.473,0,0,0,4.1,8.7,0.476,1.9,2.3,0.837,3.4,4.7,8.1,0.9,1.5,3.4,0.8,6.1,10.2
15.0,0.0,4,154.0,3.7,7.7,0.485,0,0,0,3.7,7.7,0.485,1.9,2.8,0.667,4.2,4.9,9.1,1.6,0.9,0.5,3,6.8,9.4
11.0,0.0,4,132.0,3.5,7.6,0.464,0,0,0,3.5,7.6,0.464,2.2,3.3,0.667,4.1,5.2,9.3,1.6,1.1,0.5,3.3,5.7,9.3
4.0,0.0,4,22.0,4.9,8.2,0.6,0,0,0,4.9,8.2,0.6,0,0,0,4.9,3.3,8.2,1.6,0,0,1.6,13.1,9.8
69.0,68.0,4,2670.0,6.5,13.2,0.493,0,0,0,6.5,13.2,0.493,5.5,7.2,0.773,3.6,6,9.6,3.1,0.9,2.1,2.6,3.1,18.6
36.0,2.0,1,443.0,3.5,12.8,0.272,1.5,6,0.257,2,6.8,0.286,1.1,1.6,0.65,0.7,2.2,2.9,4.1,1.5,0.3,2,2.6,9.6
31.0,2.0,1,403.0,3.5,12.2,0.285,1.7,5.9,0.288,1.8,6.3,0.282,1.2,1.8,0.65,0.6,2.3,2.9,3.5,1.6,0.4,1.7,2.4,9.8
5.0,0.0,1,40.0,3.6,18.9,0.19,0,7.2,0,3.6,11.7,0.308,0,0,0,1.8,0.9,2.7,10.8,0,0,4.5,4.5,7.2
13.0,1.0,1,160.0,2.9,7.9,0.371,1.1,3.2,0.357,1.8,4.7,0.381,0.2,1.4,0.167,0.5,2,2.5,3.8,1.6,0,2.3,2,7.2
18.0,0.0,5,72.0,6,13,0.462,0,0,0,6,13,0.462,2,3,0.667,2.5,5,7.5,1.5,0,1.5,3,6.5,14
3.0,0.0,4,17.0,2.1,21.2,0.1,0,0,0,2.1,21.2,0.1,2.1,4.2,0.5,6.4,4.2,10.6,0,4.2,0,2.1,4.2,6.4
58.0,0.0,2,627.0,4.9,11.3,0.434,0.2,0.8,0.286,4.7,10.4,0.445,3.4,4.2,0.811,2.2,5.3,7.5,1.9,0.9,0.2,2.2,3.5,13.4
55.0,26.0,3,969.0,4.3,9.4,0.461,1.4,3.7,0.384,2.9,5.8,0.51,0.6,1,0.63,1.5,3.9,5.4,2.4,1.1,0.3,1.1,3,10.7
21.0,10.0,3,408.0,4,8.7,0.455,1.1,2.8,0.375,2.9,5.9,0.493,0.7,1.1,0.615,1.6,4.4,6,2.2,1.5,0.2,1.1,3.4,9.7
34.0,16.0,3,561.0,4.6,9.9,0.465,1.7,4.3,0.388,3,5.6,0.523,0.6,0.9,0.643,1.5,3.5,5,2.5,0.8,0.3,1.1,2.7,11.5
74.0,57.0,4,2239.0,4.6,9.5,0.489,0,0,0.5,4.6,9.4,0.489,3.7,5.4,0.683,2.9,6,8.8,1.8,1.1,0.8,2.3,2.3,12.9
80.0,80.0,4,2753.0,4.4,9.3,0.476,0,0,0,4.4,9.3,0.477,2.1,2.4,0.854,3.1,5.9,9,2,1,1,1.3,2.7,10.9
3.0,0.0,1,17.0,4.2,8.5,0.5,0,0,0,4.2,8.5,0.5,4.2,8.5,0.5,0,2.1,2.1,4.2,0,0,14.8,2.1,12.7
40.0,0.0,1,412.0,3.5,9.2,0.381,1,2,0.478,2.5,7.2,0.354,2.4,2.7,0.871,0.8,2.4,3.2,7.2,2.2,0.3,2.9,3.8,10.3
3.0,0.0,1,10.0,7.2,14.4,0.5,0,0,0,7.2,14.4,0.5,0,0,0,0,0,0,7.2,0,0,0,0,14.4
37.0,0.0,1,402.0,3.4,9,0.376,1,2.1,0.478,2.4,7,0.346,2.4,2.8,0.871,0.8,2.5,3.3,7.2,2.2,0.3,3,3.9,10.2
65.0,64.0,2,2447.0,7.6,17.3,0.438,1,3.2,0.327,6.5,14.1,0.463,6.7,7.8,0.852,1.5,3.8,5.3,4.9,1.6,0.4,2.5,2.6,22.9
53.0,3.0,2,703.0,3.4,9,0.377,0.6,2.3,0.273,2.8,6.7,0.412,1,1.4,0.741,1.4,3.8,5.3,2.3,1.1,0.2,1.7,3.9,8.4
22.0,0.0,3,141.0,4.9,14.3,0.339,0,0.5,0,4.9,13.8,0.352,0.8,1.5,0.5,1.5,2.3,3.8,1.8,1.5,0.3,1,2.3,10.5
68.0,56.0,3,2030.0,4.3,11.2,0.38,0.2,0.7,0.238,4.1,10.4,0.39,2.4,3.1,0.756,1.6,4.1,5.8,2.2,1.3,0.2,1.6,2.9,11
41.0,4.0,2,552.0,3.5,8.1,0.435,0.7,2,0.367,2.8,6.1,0.457,1,1.6,0.625,1.6,3.1,4.6,2.1,1.4,0.3,1.6,3.5,8.7
45.0,0.0,3,675.0,6.3,13.3,0.476,2.7,5.8,0.463,3.7,7.6,0.486,0.9,1.1,0.762,0.2,3,3.3,1.2,0.5,0.7,1.5,3.8,16.2
49.0,4.0,4,570.0,5.1,12.4,0.411,0.4,2,0.188,4.7,10.4,0.455,2.2,3.3,0.66,1.6,4.6,6.3,2.5,0.6,0.8,3.4,4.7,12.8
72.0,72.0,5,2162.0,4.4,9.1,0.477,0,0,0,4.4,9.1,0.479,1.6,2.3,0.721,3.5,8.6,12.1,2.2,1.4,3.1,1.6,4,10.4
65.0,27.0,5,892.0,5.6,12.7,0.439,0,0,0,5.6,12.7,0.439,3.4,5,0.685,2.1,6.3,8.4,1.8,0.8,2,2.5,5.5,14.6
76.0,11.0,4,1634.0,4.8,10.3,0.472,1.2,2.7,0.444,3.6,7.5,0.482,5.2,6,0.878,2.2,4.8,7,2.3,1.5,0.4,1.9,4.5,16.1
16.0,0.0,2,70.0,3.6,8.2,0.438,0.5,1.5,0.333,3.1,6.7,0.462,2.1,3.1,0.667,0.5,2.6,3.1,1,0.5,0,3.1,4.1,9.8
13.0,0.0,2,48.0,3.7,8.2,0.455,0.7,2.3,0.333,3,6,0.5,1.5,1.5,1,0,2.3,2.3,0.7,0,0,1.5,2.3,9.7
3.0,0.0,2,22.0,3.3,8.2,0.4,0,0,0,3.3,8.2,0.4,3.3,6.5,0.5,1.6,3.3,4.9,1.6,1.6,0,6.5,8.2,9.8
5.0,2.0,1,87.0,4.6,15.3,0.297,0,1.2,0,4.6,14.1,0.324,0,0,0,0.8,3.7,4.6,5,1.7,0,5,3.7,9.1
10.0,0.0,2,110.0,3.6,11.5,0.314,1.3,3.6,0.364,2.3,7.9,0.292,5.2,6.5,0.8,0.7,2.9,3.6,1.3,0,0,2.9,3.3,13.7
4.0,0.0,2,50.0,3.6,10.1,0.357,0.7,2.2,0.333,2.9,7.9,0.364,7.9,8.6,0.917,0,2.2,2.2,1.4,0,0,4.3,3.6,15.8
6.0,0.0,2,60.0,3.6,12.6,0.286,1.8,4.8,0.375,1.8,7.8,0.231,3,4.8,0.625,1.2,3.6,4.8,1.2,0,0,1.8,3,12
73.0,73.0,2,2785.0,7.9,18.8,0.417,1.2,3.1,0.383,6.7,15.7,0.424,4.3,5.4,0.806,1.2,3.3,4.5,4.5,1.1,0.8,2.9,2.7,21.3
81.0,81.0,1,2838.0,7.9,16.1,0.488,0.9,2.4,0.398,6.9,13.8,0.504,3.7,4.2,0.873,0.6,2.9,3.4,7.5,1.3,0.2,2.8,3.1,20.3
69.0,67.0,4,1743.0,3.3,7.4,0.447,0,0,0,3.3,7.4,0.447,2,2.9,0.676,3.2,6.6,9.7,1.5,1.1,2,1.7,4.2,8.6
35.0,8.0,4,782.0,3.1,7.3,0.424,0,0,0,3.1,7.2,0.427,3.6,5.4,0.669,3.8,8.7,12.4,1.1,0.8,2,1.7,4,9.8
79.0,7.0,3,2067.0,4.8,10.1,0.481,0,0.2,0,4.8,9.9,0.489,0.8,1.3,0.61,1.3,3.2,4.5,2.4,1,0.2,1.5,3.2,10.5
82.0,82.0,2,2780.0,4.1,8.9,0.461,0.6,1.8,0.345,3.5,7.1,0.491,1.9,2.2,0.86,0.9,3.4,4.3,4.5,2,0.5,2,2.4,10.8
2.0,0.0,4,27.0,2.7,8,0.333,0,0,0,2.7,8,0.333,0,0,0,1.3,8,9.3,1.3,1.3,0,0,1.3,5.3
60.0,29.0,1,1595.0,5.1,11.8,0.427,0.1,0.5,0.182,5,11.3,0.438,4.1,5.1,0.813,0.9,2.7,3.5,6,2.2,0.2,2.3,3.3,14.3
4.0,2.0,1,92.0,2.7,9,0.304,0,0.4,0,2.7,8.6,0.318,0.4,0.8,0.5,0.4,2.3,2.7,7.4,1.6,0.8,2,5.1,5.9
34.0,30.0,5,843.0,4.6,11.1,0.413,0.3,1.5,0.222,4.2,9.5,0.444,2.1,2.8,0.754,1.9,6.3,8.2,2,1,1.1,2.4,3.4,11.6
22.0,1.0,1,170.0,2.5,7.2,0.353,0,0,0,2.5,7.2,0.353,0.8,1.3,0.667,0.4,1.7,2.1,3.2,0.6,0,1.9,5.7,5.9
20.0,16.0,5,545.0,5.2,10.9,0.479,0.1,0.3,0.25,5.2,10.6,0.484,4.4,5.6,0.788,2.4,5,7.3,1.1,0.7,0.7,2,4.7,14.9
81.0,31.0,5,1732.0,3.1,6.1,0.498,0,0,0,3.1,6.1,0.5,3.9,5.4,0.718,2.4,4.1,6.6,1.6,0.5,0.4,1.6,5.3,10
78.0,78.0,5,2220.0,2.6,6.2,0.424,0,0,0,2.6,6.2,0.427,2.2,3,0.739,2.3,4.2,6.5,2.5,1.1,0.9,1.6,4.1,7.5
35.0,2.0,5,442.0,5.5,11.5,0.475,0,0.4,0,5.5,11.1,0.493,1.7,2.3,0.75,2.5,5.7,8.2,1.6,1.3,1.3,1.4,5.2,12.6
17.0,0.0,1,139.0,1.8,7,0.259,0,0.3,0,1.8,6.7,0.269,0,0,0,0.8,0.8,1.6,6.2,2.6,0,2.6,3.6,3.6
56.0,25.0,4,1207.0,6.3,14,0.448,1.3,3.4,0.389,5,10.7,0.466,3.1,3.5,0.866,1.7,3.5,5.2,1.3,1.1,0.6,1.6,3.9,17
80.0,73.0,2,2811.0,6.5,16.9,0.386,2.1,6.7,0.317,4.4,10.2,0.432,2.6,3.1,0.833,0.6,3,3.6,5.2,1.4,0.4,2.5,2.1,17.7
77.0,0.0,4,1051.0,4.1,10.5,0.388,1.9,4.9,0.389,2.2,5.6,0.387,3.2,3.6,0.894,2.1,6.3,8.3,1.8,0.8,0.5,1.9,3.5,13.3
73.0,63.0,4,2154.0,7,14,0.496,0,0,1,7,14,0.496,3.9,5.8,0.671,2.4,5.1,7.5,1.1,0.4,1.4,3,4.3,17.9
70.0,15.0,3,1229.0,2.2,5.7,0.388,0.1,0.4,0.2,2.1,5.3,0.403,1.4,1.7,0.845,0.6,1.9,2.5,1.6,0.7,0.1,1.4,4.5,6
82.0,53.0,5,2197.0,4.4,8.2,0.541,0,0,0,4.4,8.2,0.542,1.8,2.9,0.644,3.2,7.1,10.3,0.3,0.7,3.1,1.4,4.5,10.7
74.0,74.0,5,2403.0,5.2,9.7,0.535,0,0,0,5.2,9.7,0.537,3.3,5,0.654,5.2,8.1,13.3,0.9,0.5,2.1,2,3.4,13.7
71.0,32.0,1,1512.0,4.5,9.5,0.47,1,2.8,0.362,3.5,6.7,0.514,3.7,4.4,0.842,0.5,2.8,3.4,7.1,1.1,0.1,1.5,1.5,13.6
56.0,15.0,2,1039.0,7,14.2,0.494,0.4,1.2,0.306,6.7,13,0.512,2.1,2.7,0.769,2.3,2.8,5.1,4,1.8,0.4,1.5,1.8,16.5
80.0,79.0,5,2570.0,3.7,9.2,0.403,0,0,0,3.7,9.2,0.403,2.5,3.2,0.765,2.9,6.5,9.4,1.9,0.5,0.9,1.6,2.9,9.9
15.0,15.0,5,538.0,3.1,8,0.383,0,0,0,3.1,8,0.383,2.5,3.3,0.755,3.3,6.3,9.6,0.9,0.5,0.5,1.4,3,8.6
65.0,64.0,5,2032.0,3.9,9.6,0.407,0,0,0,3.9,9.6,0.407,2.5,3.2,0.768,2.8,6.6,9.4,2.2,0.5,1,1.6,2.9,10.3
67.0,66.0,1,2686.0,7.4,18.8,0.395,2.5,7.8,0.321,4.9,11,0.448,3.2,4.7,0.673,0.9,3,3.8,6.7,2.1,0.4,2.9,2.4,20.5
76.0,37.0,5,1682.0,2.8,6,0.473,0,0,0,2.8,6,0.473,1.4,2.3,0.613,3.4,5.1,8.5,1.5,0.9,1.3,0.9,3.3,7.1
17.0,0.0,2,78.0,0.5,5.1,0.091,0,0.5,0,0.5,4.6,0.1,0.9,0.9,1,0.9,2.8,3.7,1.8,0.9,0,1.4,5.5,1.8
3.0,0.0,2,23.0,0,3.1,0,0,1.6,0,0,1.6,0,0,0,0,0,0,0,1.6,0,0,1.6,6.3,0
14.0,0.0,2,55.0,0.7,5.9,0.111,0,0,0,0.7,5.9,0.111,1.3,1.3,1,1.3,3.9,5.2,2,1.3,0,1.3,5.2,2.6
4.0,1.0,4,23.0,3.1,7.8,0.4,0,3.1,0,3.1,4.7,0.667,1.6,1.6,1,1.6,6.3,7.8,0,0,0,3.1,4.7,7.8
79.0,27.0,3,2474.0,6.5,13.8,0.469,0.8,2,0.371,5.7,11.8,0.486,2.9,4,0.718,1.1,4.1,5.2,3.8,1.4,0.3,2.8,2.5,16.6
22.0,22.0,3,796.0,6.1,14.1,0.431,0.8,2.2,0.354,5.3,11.9,0.445,2.3,3.4,0.68,0.8,4.7,5.5,5,1.1,0.4,3.1,2.3,15.2
57.0,5.0,3,1678.0,6.7,13.7,0.488,0.8,2,0.38,5.9,11.7,0.506,3.1,4.2,0.732,1.3,3.8,5.1,3.2,1.5,0.3,2.6,2.6,17.2
71.0,53.0,5,1211.0,2.8,5.8,0.477,0,0,0,2.8,5.8,0.477,1.3,1.6,0.815,3.9,5.5,9.4,1.3,1.4,1,1.6,6.5,6.8
33.0,11.0,2,509.0,5,13,0.38,1.4,4.7,0.303,3.5,8.3,0.424,2.6,3.1,0.841,1.1,3,4.2,2,1.9,0.5,1.2,3.3,13.9
9.0,0.0,2,86.0,3.8,11.7,0.321,0.8,3.8,0.222,2.9,8,0.368,2.5,3.3,0.75,2.1,3.3,5.4,0.8,2.5,0,0.4,2.5,10.9
76.0,37.0,2,1919.0,2.6,5.9,0.447,0.1,0.5,0.231,2.5,5.4,0.467,1.1,1.7,0.602,2.1,4.3,6.4,3.4,1.1,0.7,2.4,3.6,6.4
43.0,0.0,1,294.0,4.5,12,0.378,1.2,3.7,0.333,3.3,8.3,0.397,1.3,1.7,0.786,0.9,2.3,3.2,4.7,2.1,0,3.2,5.4,11.6
23.0,0.0,1,143.0,5.3,12.3,0.429,0.8,2.5,0.3,4.5,9.8,0.462,1,1.5,0.667,1,3,4,4.5,2.3,0,3.3,5.5,12.3
20.0,0.0,1,151.0,3.8,11.7,0.327,1.7,4.8,0.35,2.1,6.9,0.31,1.7,1.9,0.875,0.7,1.7,2.4,4.8,1.9,0,3.1,5.2,11
3.0,0.0,4,12.0,9,9,1,0,0,0,9,9,1,3,6,0.5,6,0,6,0,0,0,3,9,21
56.0,3.0,5,730.0,2.8,7.2,0.388,0,0,0,2.8,7.2,0.388,0.6,1,0.6,3.6,6.3,9.8,1.7,1.3,2.5,1.4,5.7,6.2
81.0,81.0,5,2317.0,4.9,10.4,0.47,0,0.2,0.154,4.8,10.2,0.476,2.6,4,0.654,2.1,5.1,7.2,6.7,0.9,1.2,2.7,3.4,12.4
71.0,16.0,2,1478.0,6,15.5,0.388,1.4,4.8,0.298,4.6,10.7,0.428,2.7,3.4,0.799,0.7,2.9,3.6,3.3,2,0.1,2.5,2.7,16.2
72.0,0.0,5,1029.0,4.9,11.3,0.435,0,0,0,4.9,11.3,0.435,1.6,1.8,0.865,3.1,6.2,9.3,1.5,0.8,1.3,1.7,5,11.4
46.0,0.0,5,685.0,5.3,11.8,0.444,0,0,0,5.3,11.8,0.444,1.6,1.9,0.861,3.2,6.8,9.9,1.6,0.9,1.6,1.9,4.4,12.1
